[2022-03-14 21:33:24,334][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0002/BAC009S0002W0272.wav, Shape of spectromgram:torch.Size([1, 201, 58])
[2022-03-14 21:33:24,761][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0002/BAC009S0002W0288.wav, Shape of spectromgram:torch.Size([1, 201, 80])
[2022-03-14 21:33:24,818][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0002/BAC009S0002W0302.wav, Shape of spectromgram:torch.Size([1, 201, 68])
[2022-03-14 21:33:24,924][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0002/BAC009S0002W0291.wav, Shape of spectromgram:torch.Size([1, 201, 74])
[2022-03-14 21:33:25,102][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0002/BAC009S0002W0287.wav, Shape of spectromgram:torch.Size([1, 201, 74])
[2022-03-14 21:33:28,387][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0003/BAC009S0003W0256.wav, Shape of spectromgram:torch.Size([1, 201, 70])
[2022-03-14 21:33:31,752][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0004/BAC009S0004W0433.wav, Shape of spectromgram:torch.Size([1, 201, 63])
[2022-03-14 21:33:33,476][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0004/BAC009S0004W0256.wav, Shape of spectromgram:torch.Size([1, 201, 70])
[2022-03-14 21:33:58,011][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0010/BAC009S0010W0270.wav, Shape of spectromgram:torch.Size([1, 201, 70])
[2022-03-14 21:38:32,186][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0062/BAC009S0062W0137.wav, Shape of spectromgram:torch.Size([1, 201, 72])
[2022-03-14 21:38:52,962][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0067/BAC009S0067W0163.wav, Shape of spectromgram:torch.Size([1, 201, 74])
[2022-03-14 21:39:25,799][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0073/BAC009S0073W0201.wav, Shape of spectromgram:torch.Size([1, 201, 78])
[2022-03-14 21:41:25,809][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0357.wav, Shape of spectromgram:torch.Size([1, 201, 75])
[2022-03-14 21:41:28,349][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0366.wav, Shape of spectromgram:torch.Size([1, 201, 75])
[2022-03-14 21:41:28,569][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0373.wav, Shape of spectromgram:torch.Size([1, 201, 70])
[2022-03-14 21:41:28,593][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0365.wav, Shape of spectromgram:torch.Size([1, 201, 62])
[2022-03-14 21:41:28,634][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0371.wav, Shape of spectromgram:torch.Size([1, 201, 76])
[2022-03-14 21:41:28,640][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0359.wav, Shape of spectromgram:torch.Size([1, 201, 75])
[2022-03-14 21:41:28,816][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0358.wav, Shape of spectromgram:torch.Size([1, 201, 58])
[2022-03-14 21:41:28,858][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0370.wav, Shape of spectromgram:torch.Size([1, 201, 80])
[2022-03-14 21:41:28,953][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0360.wav, Shape of spectromgram:torch.Size([1, 201, 79])
[2022-03-14 21:41:28,960][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0374.wav, Shape of spectromgram:torch.Size([1, 201, 75])
[2022-03-14 21:41:29,204][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0361.wav, Shape of spectromgram:torch.Size([1, 201, 77])
[2022-03-14 21:41:29,329][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0363.wav, Shape of spectromgram:torch.Size([1, 201, 59])
[2022-03-14 21:41:29,543][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0094/BAC009S0094W0362.wav, Shape of spectromgram:torch.Size([1, 201, 74])
[2022-03-14 21:44:16,040][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0124/BAC009S0124W0225.wav, Shape of spectromgram:torch.Size([1, 201, 76])
[2022-03-14 21:44:16,076][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0124/BAC009S0124W0224.wav, Shape of spectromgram:torch.Size([1, 201, 55])
[2022-03-14 21:44:42,489][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0128/BAC009S0128W0418.wav, Shape of spectromgram:torch.Size([1, 201, 59])
[2022-03-14 21:45:57,339][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0141/BAC009S0141W0423.wav, Shape of spectromgram:torch.Size([1, 201, 49])
[2022-03-14 21:46:12,940][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0144/BAC009S0144W0217.wav, Shape of spectromgram:torch.Size([1, 201, 58])
[2022-03-14 21:48:01,238][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0162/BAC009S0162W0182.wav, Shape of spectromgram:torch.Size([1, 201, 80])
[2022-03-14 21:48:22,363][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0165/BAC009S0165W0170.wav, Shape of spectromgram:torch.Size([1, 201, 71])
[2022-03-14 21:49:25,405][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0177/BAC009S0177W0176.wav, Shape of spectromgram:torch.Size([1, 201, 70])
[2022-03-14 21:52:06,838][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0204/BAC009S0204W0122.wav, Shape of spectromgram:torch.Size([1, 201, 79])
[2022-03-14 21:52:08,785][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0204/BAC009S0204W0156.wav, Shape of spectromgram:torch.Size([1, 201, 75])
[2022-03-14 21:53:03,114][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0213/BAC009S0213W0154.wav, Shape of spectromgram:torch.Size([1, 201, 76])
[2022-03-14 22:01:12,369][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0519/BAC009S0519W0133.wav, Shape of spectromgram:torch.Size([1, 201, 76])
[2022-03-14 22:01:18,107][data_pre.py][line:55][WARNING] /Volumes/External/Speaker-Rec/Dataset/train/S0520/BAC009S0520W0157.wav, Shape of spectromgram:torch.Size([1, 201, 79])
